0 [1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8]
d [1, 2, 3, 0, 5, 6, 7, 4, 9, 10, 11, 8]
h [1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8]
g [1, 2, 3, 4, 5, 6, 0, 7, 9, 10, 11, 8]
l [1, 2, 3, 4, 5, 6, 8, 7, 9, 10, 11, 0]
h [1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 11, 7]
g [1, 2, 3, 4, 5, 6, 0, 8, 9, 10, 11, 7]
l [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
